"Ticker","Industry","Actual_PerChange","Actual_AdjPerChange","Adj_Pct_Change1","Adj_Pct_Change2","Adj_Pct_Change3","Adj_Pct_Change4","Adj_Pct_Change5","Adj_Pct_Change6","Adj_Pct_Change7","Adj_Pct_Change8","Adj_Pct_Change9","Adj_Pct_Change10","Adj_Pct_Change11","Adj_Pct_Change12","Pct_Change1","Pct_Change2","Pct_Change3","Pct_Change4","Pct_Change5","Pct_Change6","Pct_Change7","Pct_Change8","Pct_Change9","Pct_Change10","Pct_Change11","Pct_Change12","Volume1","Volume2","Volume3","Volume4","Volume5","Volume6","Volume7","Volume8","Volume9","Volume10","Volume11","Volume12"
"APPL","Tech",4.47948162245429,1.78727253003707,3.13830202078895,-0.46045038522039,5.05966949736057,0.934740137758298,-19.594638467798,9.0633116599858,1.46473593542354,-5.5703134388149,5.38470592005836,7.35527587487356,4.02507666987501,7.03904846959473,7.45690748272968,3.70746508349473,8.99127610741336,4.71195992485911,-16.5856657788133,12.7107010154578,4.85799675148891,-2.41233669611357,8.49683121627016,10.5256085475413,7.09706202122503,9.87017068298742,0.579983920493434,-0.0983964376461719,0.242067135111951,-0.034331608140494,0.410877086045199,-0.0169669753005175,-0.0958948696738069,0.299498068131384,0.0352135460444789,0.160636527971252,-0.144587200516876,0.139450187672922
"APPL","Tech",-10.1675994808123,-12.4823823522464,-0.46045038522039,5.05966949736057,0.934740137758298,-19.594638467798,9.0633116599858,1.46473593542354,-5.5703134388149,5.38470592005836,7.35527587487356,4.02507666987501,7.03904846959473,1.78727253003707,3.70746508349473,8.99127610741336,4.71195992485911,-16.5856657788133,12.7107010154578,4.85799675148891,-2.41233669611357,8.49683121627016,10.5256085475413,7.09706202122503,9.87017068298742,4.47948162245429,-0.0983964376461719,0.242067135111951,-0.034331608140494,0.410877086045199,-0.0169669753005175,-0.0958948696738069,0.299498068131384,0.0352135460444789,0.160636527971252,-0.144587200516876,0.139450187672922,0.399688622472666
"APPL","Tech",-9.91568938642481,-12.028692078787,5.05966949736057,0.934740137758298,-19.594638467798,9.0633116599858,1.46473593542354,-5.5703134388149,5.38470592005836,7.35527587487356,4.02507666987501,7.03904846959473,1.78727253003707,-12.4823823522464,8.99127610741336,4.71195992485911,-16.5856657788133,12.7107010154578,4.85799675148891,-2.41233669611357,8.49683121627016,10.5256085475413,7.09706202122503,9.87017068298742,4.47948162245429,-10.1675994808123,0.242067135111951,-0.034331608140494,0.410877086045199,-0.0169669753005175,-0.0958948696738069,0.299498068131384,0.0352135460444789,0.160636527971252,-0.144587200516876,0.139450187672922,0.399688622472666,0.440189944769199
"APPL","Tech",19.1886361054767,16.3929655172414,0.934740137758298,-19.594638467798,9.0633116599858,1.46473593542354,-5.5703134388149,5.38470592005836,7.35527587487356,4.02507666987501,7.03904846959473,1.78727253003707,-12.4823823522464,-12.028692078787,4.71195992485911,-16.5856657788133,12.7107010154578,4.85799675148891,-2.41233669611357,8.49683121627016,10.5256085475413,7.09706202122503,9.87017068298742,4.47948162245429,-10.1675994808123,-9.91568938642481,-0.034331608140494,0.410877086045199,-0.0169669753005175,-0.0958948696738069,0.299498068131384,0.0352135460444789,0.160636527971252,-0.144587200516876,0.139450187672922,0.399688622472666,0.440189944769199,1.99558156890644
"APPL","Tech",11.0707437554585,8.46547423580786,-19.594638467798,9.0633116599858,1.46473593542354,-5.5703134388149,5.38470592005836,7.35527587487356,4.02507666987501,7.03904846959473,1.78727253003707,-12.4823823522464,-12.028692078787,16.3929655172414,-16.5856657788133,12.7107010154578,4.85799675148891,-2.41233669611357,8.49683121627016,10.5256085475413,7.09706202122503,9.87017068298742,4.47948162245429,-10.1675994808123,-9.91568938642481,19.1886361054767,0.410877086045199,-0.0169669753005175,-0.0958948696738069,0.299498068131384,0.0352135460444789,0.160636527971252,-0.144587200516876,0.139450187672922,0.399688622472666,0.440189944769199,1.99558156890644,0.55754097683411
"APPL","Tech",14.8072346184107,12.4178354051928,9.0633116599858,1.46473593542354,-5.5703134388149,5.38470592005836,7.35527587487356,4.02507666987501,7.03904846959473,1.78727253003707,-12.4823823522464,-12.028692078787,16.3929655172414,8.46547423580786,12.7107010154578,4.85799675148891,-2.41233669611357,8.49683121627016,10.5256085475413,7.09706202122503,9.87017068298742,4.47948162245429,-10.1675994808123,-9.91568938642481,19.1886361054767,11.0707437554585,-0.0169669753005175,-0.0958948696738069,0.299498068131384,0.0352135460444789,0.160636527971252,-0.144587200516876,0.139450187672922,0.399688622472666,0.440189944769199,1.99558156890644,0.55754097683411,0.338425678839475
"APPL","Tech",16.411046411164,13.9882626422903,1.46473593542354,-5.5703134388149,5.38470592005836,7.35527587487356,4.02507666987501,7.03904846959473,1.78727253003707,-12.4823823522464,-12.028692078787,16.3929655172414,8.46547423580786,12.4178354051928,4.85799675148891,-2.41233669611357,8.49683121627016,10.5256085475413,7.09706202122503,9.87017068298742,4.47948162245429,-10.1675994808123,-9.91568938642481,19.1886361054767,11.0707437554585,14.8072346184107,-0.0958948696738069,0.299498068131384,0.0352135460444789,0.160636527971252,-0.144587200516876,0.139450187672922,0.399688622472666,0.440189944769199,1.99558156890644,0.55754097683411,0.338425678839475,0.54708346489777
"APPL","Tech",19.2606253029748,16.7785337369279,-5.5703134388149,5.38470592005836,7.35527587487356,4.02507666987501,7.03904846959473,1.78727253003707,-12.4823823522464,-12.028692078787,16.3929655172414,8.46547423580786,12.4178354051928,13.9882626422903,-2.41233669611357,8.49683121627016,10.5256085475413,7.09706202122503,9.87017068298742,4.47948162245429,-10.1675994808123,-9.91568938642481,19.1886361054767,11.0707437554585,14.8072346184107,16.411046411164,0.299498068131384,0.0352135460444789,0.160636527971252,-0.144587200516876,0.139450187672922,0.399688622472666,0.440189944769199,1.99558156890644,0.55754097683411,0.338425678839475,0.54708346489777,0.440668850696331
"APPL","Tech",-12.7673980403509,-14.4289008145865,5.38470592005836,7.35527587487356,4.02507666987501,7.03904846959473,1.78727253003707,-12.4823823522464,-12.028692078787,16.3929655172414,8.46547423580786,12.4178354051928,13.9882626422903,16.7785337369279,8.49683121627016,10.5256085475413,7.09706202122503,9.87017068298742,4.47948162245429,-10.1675994808123,-9.91568938642481,19.1886361054767,11.0707437554585,14.8072346184107,16.411046411164,19.2606253029748,0.0352135460444789,0.160636527971252,-0.144587200516876,0.139450187672922,0.399688622472666,0.440189944769199,1.99558156890644,0.55754097683411,0.338425678839475,0.54708346489777,0.440668850696331,0.941410741615504
"APPL","Tech",-7.46344617020951,-9.22596998661994,7.35527587487356,4.02507666987501,7.03904846959473,1.78727253003707,-12.4823823522464,-12.028692078787,16.3929655172414,8.46547423580786,12.4178354051928,13.9882626422903,16.7785337369279,-14.4289008145865,10.5256085475413,7.09706202122503,9.87017068298742,4.47948162245429,-10.1675994808123,-9.91568938642481,19.1886361054767,11.0707437554585,14.8072346184107,16.411046411164,19.2606253029748,-12.7673980403509,0.160636527971252,-0.144587200516876,0.139450187672922,0.399688622472666,0.440189944769199,1.99558156890644,0.55754097683411,0.338425678839475,0.54708346489777,0.440668850696331,0.941410741615504,0.853253891188268
