"Ticker","Industry","Actual_PerChange","Actual_AdjPerChange","Adj_Pct_Change1","Adj_Pct_Change2","Adj_Pct_Change3","Adj_Pct_Change4","Adj_Pct_Change5","Adj_Pct_Change6","Adj_Pct_Change7","Adj_Pct_Change8","Pct_Change1","Pct_Change2","Pct_Change3","Pct_Change4","Pct_Change5","Pct_Change6","Pct_Change7","Pct_Change8","Volume1","Volume2","Volume3","Volume4","Volume5","Volume6","Volume7","Volume8"
"APPL","Tech",8.49683121627016,5.38470592005836,3.13830202078895,-0.46045038522039,5.05966949736057,0.934740137758298,-19.594638467798,9.0633116599858,1.46473593542354,-5.5703134388149,7.45690748272968,3.70746508349473,8.99127610741336,4.71195992485911,-16.5856657788133,12.7107010154578,4.85799675148891,-2.41233669611357,1215904467.21311,-206282732.786885,507480467.213115,-71974332.7868853,861381267.213115,-35570332.7868853,-201038332.786885,627881267.213115
"APPL","Tech",10.5256085475413,7.35527587487356,-0.46045038522039,5.05966949736057,0.934740137758298,-19.594638467798,9.0633116599858,1.46473593542354,-5.5703134388149,5.38470592005836,3.70746508349473,8.99127610741336,4.71195992485911,-16.5856657788133,12.7107010154578,4.85799675148891,-2.41233669611357,8.49683121627016,-206282732.786885,507480467.213115,-71974332.7868853,861381267.213115,-35570332.7868853,-201038332.786885,627881267.213115,73823267.2131147
"APPL","Tech",7.09706202122503,4.02507666987501,5.05966949736057,0.934740137758298,-19.594638467798,9.0633116599858,1.46473593542354,-5.5703134388149,5.38470592005836,7.35527587487356,8.99127610741336,4.71195992485911,-16.5856657788133,12.7107010154578,4.85799675148891,-2.41233669611357,8.49683121627016,10.5256085475413,507480467.213115,-71974332.7868853,861381267.213115,-35570332.7868853,-201038332.786885,627881267.213115,73823267.2131147,336765667.213115
"APPL","Tech",9.87017068298742,7.03904846959473,0.934740137758298,-19.594638467798,9.0633116599858,1.46473593542354,-5.5703134388149,5.38470592005836,7.35527587487356,4.02507666987501,4.71195992485911,-16.5856657788133,12.7107010154578,4.85799675148891,-2.41233669611357,8.49683121627016,10.5256085475413,7.09706202122503,-71974332.7868853,861381267.213115,-35570332.7868853,-201038332.786885,627881267.213115,73823267.2131147,336765667.213115,-303119132.786885
"APPL","Tech",4.47948162245429,1.78727253003707,-19.594638467798,9.0633116599858,1.46473593542354,-5.5703134388149,5.38470592005836,7.35527587487356,4.02507666987501,7.03904846959473,-16.5856657788133,12.7107010154578,4.85799675148891,-2.41233669611357,8.49683121627016,10.5256085475413,7.09706202122503,9.87017068298742,861381267.213115,-35570332.7868853,-201038332.786885,627881267.213115,73823267.2131147,336765667.213115,-303119132.786885,292349667.213115
"APPL","Tech",-10.1675994808123,-12.4823823522464,9.0633116599858,1.46473593542354,-5.5703134388149,5.38470592005836,7.35527587487356,4.02507666987501,7.03904846959473,1.78727253003707,12.7107010154578,4.85799675148891,-2.41233669611357,8.49683121627016,10.5256085475413,7.09706202122503,9.87017068298742,4.47948162245429,-35570332.7868853,-201038332.786885,627881267.213115,73823267.2131147,336765667.213115,-303119132.786885,292349667.213115,837925267.213115
"APPL","Tech",-9.91568938642481,-12.028692078787,1.46473593542354,-5.5703134388149,5.38470592005836,7.35527587487356,4.02507666987501,7.03904846959473,1.78727253003707,-12.4823823522464,4.85799675148891,-2.41233669611357,8.49683121627016,10.5256085475413,7.09706202122503,9.87017068298742,4.47948162245429,-10.1675994808123,-201038332.786885,627881267.213115,73823267.2131147,336765667.213115,-303119132.786885,292349667.213115,837925267.213115,922834067.213115
"APPL","Tech",19.1886361054767,16.3929655172414,-5.5703134388149,5.38470592005836,7.35527587487356,4.02507666987501,7.03904846959473,1.78727253003707,-12.4823823522464,-12.028692078787,-2.41233669611357,8.49683121627016,10.5256085475413,7.09706202122503,9.87017068298742,4.47948162245429,-10.1675994808123,-9.91568938642481,627881267.213115,73823267.2131147,336765667.213115,-303119132.786885,292349667.213115,837925267.213115,922834067.213115,4183627267.21311
"APPL","Tech",11.0707437554585,8.46547423580786,5.38470592005836,7.35527587487356,4.02507666987501,7.03904846959473,1.78727253003707,-12.4823823522464,-12.028692078787,16.3929655172414,8.49683121627016,10.5256085475413,7.09706202122503,9.87017068298742,4.47948162245429,-10.1675994808123,-9.91568938642481,19.1886361054767,73823267.2131147,336765667.213115,-303119132.786885,292349667.213115,837925267.213115,922834067.213115,4183627267.21311,1168854067.21311
"APPL","Tech",14.8072346184107,12.4178354051928,7.35527587487356,4.02507666987501,7.03904846959473,1.78727253003707,-12.4823823522464,-12.028692078787,16.3929655172414,8.46547423580786,10.5256085475413,7.09706202122503,9.87017068298742,4.47948162245429,-10.1675994808123,-9.91568938642481,19.1886361054767,11.0707437554585,336765667.213115,-303119132.786885,292349667.213115,837925267.213115,922834067.213115,4183627267.21311,1168854067.21311,709490867.213115
"APPL","Tech",16.411046411164,13.9882626422903,4.02507666987501,7.03904846959473,1.78727253003707,-12.4823823522464,-12.028692078787,16.3929655172414,8.46547423580786,12.4178354051928,7.09706202122503,9.87017068298742,4.47948162245429,-10.1675994808123,-9.91568938642481,19.1886361054767,11.0707437554585,14.8072346184107,-303119132.786885,292349667.213115,837925267.213115,922834067.213115,4183627267.21311,1168854067.21311,709490867.213115,1146930467.21311
